股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00690,兆豐藍籌30,115.02.11,115.02.25,分配收益,0,"223,000",0,"223,000",0,"224,000",0,"224,000",0,"224,000"
00730,富邦臺灣優質高息,115.02.10,115.02.24,分配收益,0,"1,305,000",0,"1,199,000",0,"1,179,000",0,"1,166,000",0,"1,164,000"
00731,復華富時高息低波,115.02.24,115.03.02,分配收益,0,"383,000",0,"383,000",0,"383,000",0,"383,000",0,"383,000"
00771,元大US高息特別股,115.02.11,115.02.25,分配收益,0,"50,000",0,"50,000",0,"50,000",0,"50,000",0,"50,000"
00775B,新光投等債15+,115.02.10,115.02.24,分配收益,0,0,0,0,0,0,0,0,0,0
00850,元大臺灣ESG永續,115.02.11,115.02.25,分配收益,0,"3,211,000",0,"3,407,000",0,"3,407,000",0,"3,411,000",0,"3,399,000"
00878,國泰永續高股息,115.02.11,115.02.25,分配收益,"42,000","95,796,000","42,000","94,577,000","53,000","94,118,000","62,000","94,118,000","70,000","94,103,000"
00891,中信關鍵半導體,115.02.11,115.02.25,分配收益,"31,000","9,072,000","30,000","9,006,000","30,000","5,545,000","28,000","5,220,000","28,000","4,660,000"
00894,中信小資高價30,115.02.11,115.02.25,分配收益,"3,000","1,954,000","3,000","1,954,000","4,000","1,954,000","4,000","1,954,000","4,000","1,954,000"
00900,富邦特選高股息30,115.02.10,115.02.24,分配收益,"4,000","37,135,000","4,000","37,209,000","4,000","37,216,000","4,000","36,519,000","4,000","36,480,000"
00907,永豐優息存股,115.02.10,115.02.24,分配收益,0,"249,000",0,"249,000",0,"249,000",0,"249,000",0,"249,000"
00913,兆豐台灣晶圓製造,115.02.11,115.02.25,分配收益,0,"12,000",0,"9,000",0,"7,000",0,"7,000",0,"7,000"
00923,群益台ESG低碳50,115.02.11,115.02.25,分配收益,"2,000","1,137,000",0,"785,000",0,"461,000",0,"440,000",0,"440,000"
00929,復華台灣科技優息,115.02.24,115.03.02,分配收益,"48,000","45,585,000","46,000","44,390,000","41,000","44,390,000","42,000","44,346,000","13,000","44,346,000"
00932,兆豐永續高息等權,115.02.11,115.02.25,分配收益,0,"255,000",0,"255,000",0,"255,000",0,"255,000",0,"255,000"
00934,中信成長高股息,115.02.11,115.02.25,分配收益,0,"258,000",0,"258,000",0,"165,000",0,"160,000",0,"160,000"
00936,台新永續高息中小,115.02.10,115.02.24,分配收益,0,"1,404,000",0,"1,404,000",0,"1,404,000",0,"1,404,000",0,"1,404,000"
00938,凱基優選30,115.02.11,115.02.25,分配收益,0,"173,000",0,"168,000",0,"168,000",0,"168,000",0,"168,000"
