股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00674R,期元大S&P黃金反1,115.04.09,,ETF反分割,0,0,0,0,0,0,0,0,0,0
00939,統一台灣高息動能,115.03.25,115.03.30,分配收益,0,"751,000",0,"1,089,000",0,"1,089,000",0,"1,089,000",0,"1,089,000"
00940,元大台灣價值高息,115.04.01,115.04.08,分配收益,0,"36,901,000",0,"36,647,000",0,"42,493,000",0,"45,725,000",0,"42,431,000"
00946,群益科技高息成長,115.03.27,115.04.01,分配收益,0,"853,000",0,"1,091,000",0,"1,091,000",0,"1,091,000",0,"1,091,000"
00953B,群益優選非投等債,115.03.27,115.04.01,分配收益,0,"78,734,000",0,"78,734,000",0,"78,734,000",0,"78,768,000",0,"78,338,000"
00985B,群益ESG投等債0-5,115.03.27,115.04.01,分配收益,0,"6,446,000",0,"6,446,000",0,"6,446,000",0,"6,446,000",0,"6,446,000"
1109,信大,115.04.10,115.04.15,股東常會,0,"537,000",0,"537,000",0,"537,000",0,"537,000",0,"537,000"
1110,東泥,115.04.10,115.04.15,股東常會,0,"694,000",0,"696,000","43,000","696,000","43,000","699,000","43,000","698,000"
1201,味全,115.04.17,115.04.22,股東常會,"42,000","2,351,000","42,000","2,362,000","42,000","2,387,000","42,000","2,411,000","42,000","2,357,000"
1213,大飲,115.04.01,,股東常會,0,0,0,0,0,0,0,0,0,0
1217,愛之味,115.04.20,115.04.23,股東常會,"5,000","6,111,000",0,"6,142,000",0,"6,152,000",0,"6,126,000",0,"6,085,000"
1217,愛之味,115.04.20,115.04.23,除息,"5,000","6,111,000",0,"6,142,000",0,"6,152,000",0,"6,126,000",0,"6,085,000"
1220,台榮,115.04.17,115.04.22,股東常會,0,"698,000",0,"687,000",0,"678,000",0,"668,000",0,"658,000"
1227,佳格,115.04.10,115.04.15,股東常會,0,"13,396,000",0,"13,560,000",0,"13,665,000",0,"13,461,000","4,000","13,143,000"
1231,聯華食,115.04.17,115.04.22,股東常會,"2,000","6,046,700","1,000","6,103,700","1,000","6,066,700","1,000","6,124,700","1,000","6,211,700"
1233,天仁,115.04.01,115.04.08,股東常會,0,"74,000",0,"74,000",0,"74,000",0,"74,000",0,"74,000"
1234,黑松,115.04.01,115.04.08,股東常會,0,"1,051,000",0,"1,045,000",0,"1,040,000",0,"1,028,000",0,"1,029,000"
