股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
0050,元大台灣50,115.07.15,115.07.20,分配收益,"1,000","148,506,000","530,000","149,137,000","868,000","142,542,000","942,000","142,432,000","968,000","142,232,000"
0056,元大高股息,115.07.15,115.07.20,分配收益,0,"169,483,000","3,000","173,036,000","26,000","170,947,000","45,000","178,487,000","48,000","185,524,000"
006203,元大MSCI台灣,115.07.15,115.07.20,分配收益,0,"23,000",0,"16,000",0,"9,000",0,"10,000",0,"10,000"
00929,復華台灣科技優息,115.07.15,115.07.20,分配收益,0,"75,958,000",0,"76,306,000",0,"67,166,000",0,"66,222,000",0,"65,141,000"
00930,永豐ESG低碳高息,115.07.21,115.07.24,分配收益,0,"1,273,000",0,"1,273,000",0,"1,273,000",0,"1,273,000",0,"1,273,000"
00991A,主動復華未來50,115.07.15,115.07.20,分配收益,"1,000","115,124,000","88,000","116,388,000","171,000","96,872,000","1,062,000","92,535,000","1,170,000","92,716,000"
1103,嘉泥,115.07.17,115.07.22,除息,0,"1,545,000",0,"1,640,000",0,"1,569,000",0,"1,536,000",0,"1,558,000"
1201,味全,115.07.17,115.07.22,除息,0,"4,830,000",0,"4,856,000",0,"4,705,000",0,"4,704,000",0,"4,644,000"
1216,統一,115.07.24,115.07.29,除息,"13,000","215,073,476","11,000","213,994,476","12,000","211,855,476","11,000","210,998,026","9,000","209,700,252"
1227,佳格,115.07.17,115.07.22,除息,0,"7,726,000",0,"7,556,000",0,"7,554,000",0,"7,407,000",0,"7,524,000"
1233,天仁,115.07.15,115.07.20,除息,0,"86,000",0,"90,000",0,"90,000",0,"89,000",0,"82,000"
1304,台聚,115.07.17,115.07.22,除息,"92,000","36,544,000","112,000","36,454,000","189,000","35,672,000","187,000","35,653,000","206,000","35,364,000"
1305,華夏,115.07.17,115.07.22,除息,"6,000","19,913,000","3,000","19,701,000","10,000","18,993,000","17,000","18,784,000","20,000","18,757,000"
1308,亞聚,115.07.17,115.07.22,除息,"13,000","19,377,000","17,000","19,774,000","19,000","19,634,000","19,000","19,610,000","19,000","20,950,000"
1309,台達化,115.07.17,115.07.22,除息,"14,000","10,668,850","87,000","10,993,850","93,000","10,767,850","206,000","10,308,850","212,000","10,403,850"
1417,嘉裕,115.07.17,115.07.22,除息,0,"433,000",0,"433,000",0,"410,000",0,"414,000",0,"411,000"
1436,華友聯,115.07.17,115.07.22,除息,0,"1,677,521","5,000","1,680,521","5,000","1,630,521","5,000","1,617,521","5,000","1,612,521"
1437,勤益控,115.07.30,115.08.04,除息,0,"457,000",0,"456,000",0,"453,000",0,"447,000",0,"446,000"
1459,聯發,115.07.17,115.07.22,減資,0,0,0,"134,000",0,"134,000",0,"143,000",0,"147,000"
1464,得力,115.07.14,115.07.17,除息,0,"1,318,000",0,"2,205,000",0,"2,179,000",0,"2,204,000",0,"2,203,000"
1474,弘裕,115.07.29,115.08.03,除息,0,"305,000",0,"305,000",0,"294,000",0,"294,000",0,"294,000"
1503,士電,115.07.17,115.07.22,除息,"23,000","20,112,000","37,000","19,687,000","33,000","19,157,000","34,000","19,347,000","37,000","19,513,000"
1519,華城,115.07.30,115.08.04,除權息,"13,000","17,581,941","12,000","17,594,941","20,000","17,586,941","24,000","17,522,941","19,000","17,527,941"
1529,樂事綠能,115.07.15,115.07.20,除權息,0,"2,911,190",0,"2,958,190",0,"2,991,190","1,000","3,008,190","1,000","3,018,190"
1529,樂事綠能,115.07.15,115.07.20,現金增資,0,"2,911,190",0,"2,958,190",0,"2,991,190","1,000","3,008,190","1,000","3,018,190"
1530,亞崴,115.07.21,115.07.24,除權息,0,"229,000",0,"226,000",0,"226,000",0,"260,000",0,"264,000"
1535,中宇,115.07.15,115.07.20,除息,0,"357,000",0,"381,000",0,"365,000",0,"365,000",0,"358,000"
1540,喬福,115.07.23,115.07.28,除息,"1,000","1,323,000","1,000","1,306,000","1,000","1,317,000",0,"1,307,000",0,"1,315,000"
1558,伸興,115.07.17,115.07.22,除息,0,"382,287",0,"388,287",0,"386,287",0,"384,287",0,"384,287"
1590,亞德客-KY,115.07.17,115.07.22,除息,0,"1,252,000",0,"1,137,000",0,"1,101,000",0,"1,072,000","1,000","1,050,000"
1608,華榮,115.07.16,115.07.21,除息,"1,000","16,401,000","1,000","16,107,000","4,000","15,179,000","5,000","14,623,000","4,000","14,576,000"
1615,大山,115.07.15,115.07.20,除權息,0,"715,300",0,"702,300",0,"715,300","1,000","696,300",0,"683,300"
1617,榮星,115.07.20,115.07.23,除息,"4,000","463,685","4,000","463,685","5,000","463,685","5,000","463,685","5,000","480,685"
1618,合機,115.08.11,115.08.14,除息,"38,000","4,110,000","39,000","4,073,000","8,000","3,997,000","4,000","3,939,000","2,000","3,756,000"
1713,國化,115.07.31,115.08.05,除息,"2,000","1,006,000","2,000","1,109,000","2,000","1,106,000","2,000","1,108,000","2,000","1,108,000"
1720,生達,115.07.17,115.07.22,除權息,0,"794,000",0,"841,000",0,"830,000",0,"818,000",0,"818,000"
1726,永記,115.07.15,115.07.20,除息,0,"50,000",0,"55,000",0,"55,000",0,"55,000",0,"55,000"
1734,杏輝,115.07.20,115.07.23,除息,0,"1,261,400",0,"1,261,400",0,"1,260,400",0,"1,260,400",0,"1,260,400"
1736,喬山,115.07.29,115.08.03,除息,"3,000","6,117,215","3,000","6,108,215","3,000","6,132,215","3,000","6,103,215","3,000","6,093,215"
1806,冠軍,115.07.17,115.07.22,除息,0,"2,904,000",0,"2,884,000",0,"3,446,000",0,"3,438,000",0,"3,416,000"
1809,中釉,115.07.17,115.07.22,除息,"74,000","5,288,000","89,000","5,421,000","163,000","5,475,000","182,000","5,477,000","185,000","5,580,000"
2002,中鋼,115.07.20,115.07.23,除息,"53,000","556,800,858","51,000","553,715,858","640,000","547,713,858","674,000","543,131,771","676,000","543,078,771"
2009,第一銅,115.07.23,115.07.28,除息,"3,000","7,545,000","2,000","7,556,000","5,000","7,478,000","5,000","7,423,000","5,000","7,401,000"
2204,中華,115.07.17,115.07.22,除息,0,"15,780,000","2,000","15,754,000","4,000","15,689,000","4,000","15,770,000","5,000","15,740,000"
2206,三陽工業,115.07.16,115.07.21,除息,"4,000","24,628,289","4,000","24,544,289","4,000","25,678,289","4,000","25,811,000","4,000","25,947,000"
2211,長榮鋼,115.07.14,115.07.17,除息,0,"10,052,809",0,"9,919,809",0,"9,792,809",0,"9,747,809",0,"9,712,809"
2345,智邦,115.07.24,115.07.29,除息,"6,000","1,620,370","10,000","1,584,370","12,000","1,526,370","8,000","1,496,370","7,000","1,504,370"
2352,佳世達,115.07.17,115.07.22,除息,"27,000","68,475,000","27,000","66,964,000","54,000","65,134,000","178,000","64,536,000","267,000","60,565,000"
2355,敬鵬,115.07.15,115.07.20,除息,0,"11,872,000","25,000","11,364,000","45,000","11,415,000","16,000","11,207,000","16,000","11,429,000"
2376,技嘉,115.07.28,115.07.31,除息,"427,000","55,136,424","454,000","55,021,390","373,000","54,497,390","373,000","54,445,390","368,000","53,947,390"
2392,正崴,115.07.14,115.07.17,除息,0,"15,353,000",0,"15,280,000","3,000","14,838,000","15,000","14,756,000","17,000","14,487,000"
2395,研華,115.07.13,115.07.16,除息,0,"3,554,646",0,"3,589,646","1,000","3,749,646","9,000","3,999,646","13,000","3,865,646"
2402,毅嘉,115.07.23,115.07.28,除息,"212,000","23,336,000","240,000","23,390,000","277,000","23,217,000","274,000","23,253,000","276,000","23,233,000"
2409,友達,115.07.24,115.07.29,除息,"12,268,000","753,980,000","12,532,000","754,589,000","15,391,000","754,709,000","16,679,000","754,667,000","23,547,000","754,709,000"
2414,精技,115.07.17,115.07.22,除息,"1,000","737,000","1,000","701,000","1,000","696,000","1,000","680,000","1,000","681,000"
2449,京元電子,115.07.22,115.07.27,除權息,"255,000","30,691,403","244,000","29,769,403","254,000","25,114,403","282,000","24,032,403","275,000","25,846,602"
2471,資通,115.07.16,115.07.21,除息,0,"523,000",0,"517,000",0,"538,000",0,"534,000",0,"531,000"
2482,連宇,115.07.23,115.07.28,除息,"25,000","920,000",0,"919,000",0,"918,000",0,"950,000",0,"950,000"
2495,普安,115.07.20,115.07.23,除息,"33,000","11,301,000","32,000","11,424,000","75,000","11,683,000","133,000","11,534,000","126,000","11,613,000"
2497,怡利電,115.07.22,115.07.27,除息,"3,000","972,000",0,"923,000","3,000","906,000","3,000","876,000","3,000","869,000"
2511,太子,115.07.24,115.07.29,除息,0,"4,415,000",0,"4,483,000",0,"4,396,000","10,000","4,383,000","10,000","4,537,000"
2520,冠德,115.08.04,115.08.07,除息,"7,000","19,209,600","5,000","19,296,600","22,000","19,316,600","23,000","19,476,600","21,000","19,673,600"
