股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00685L,群益臺灣加權正2,115.06.25,115.06.30,ETF分割,"95,000","3,362,000","134,000","3,412,000","95,000","3,562,000","78,000","3,559,000","53,000","3,499,000"
00710B,復華彭博非投等債,115.06.11,115.06.16,分配收益,0,"463,000",0,"463,000",0,"463,000",0,"463,000",0,"463,000"
00711B,復華彭博新興債,115.06.11,115.06.16,分配收益,0,"99,000",0,"99,000",0,"99,000",0,"99,000",0,"99,000"
00712,復華富時不動產,115.06.11,115.06.16,分配收益,0,"30,269,000",0,"34,828,000",0,"35,291,000",0,"36,675,000","99,000","33,525,000"
00713,元大台灣高息低波,115.06.15,115.06.18,分配收益,0,"11,245,000",0,"11,189,000",0,"11,185,000",0,"10,939,000",0,"10,814,000"
00728,第一金工業30,115.06.12,115.06.17,分配收益,0,"92,000",0,"92,000",0,"92,000",0,"92,000",0,"91,000"
00907,永豐優息存股,115.06.17,115.06.23,分配收益,0,"529,000",0,"529,000",0,"773,000",0,"773,000",0,"773,000"
00918,大華優利高填息30,115.06.12,115.06.17,分配收益,0,"38,772,000",0,"38,772,000","5,000","39,034,000","4,000","39,072,000","48,000","37,433,000"
00929,復華台灣科技優息,115.06.11,115.06.16,分配收益,0,"51,276,000",0,"51,276,000",0,"50,866,000","7,000","48,573,000","2,000","46,647,000"
00994A,主動第一金台股優,115.06.12,115.06.17,分配收益,0,"3,089,000","1,000","3,089,000","1,000","3,093,000","2,000","3,693,000","2,000","3,209,000"
1102,亞泥,115.07.10,115.07.15,除息,"4,000","48,288,395","4,000","47,624,395","4,000","47,986,395","4,000","47,787,395","4,000","46,819,395"
1104,環泥,115.06.17,115.06.23,除息,0,"6,229,660",0,"6,074,660",0,"6,052,660",0,"5,799,660",0,"5,754,660"
1233,天仁,115.07.15,115.07.20,除息,0,"114,000",0,"114,000",0,"114,000",0,"114,000",0,"114,000"
1234,黑松,115.06.23,115.06.26,除息,0,"1,230,000",0,"1,230,000",0,"1,251,000",0,"1,250,000",0,"1,250,000"
1256,鮮活果汁-KY,115.07.03,115.07.08,除息,0,"251,000",0,"283,000",0,"295,000",0,"292,000","4,000","274,000"
1301,台塑,115.06.24,115.06.29,除息,"276,000","149,869,277","234,000","143,485,277","238,000","136,851,277","244,000","130,040,277","240,000","125,898,840"
1313,聯成,115.06.15,115.06.18,除息,"1,000","24,582,000","1,000","24,761,000","2,000","25,405,000","3,000","25,366,000","2,000","26,787,000"
1319,東陽,115.06.15,115.06.18,除息,"10,000","37,815,166","888,000","37,995,382","1,042,000","37,836,382","577,000","37,739,382","363,000","37,935,094"
1326,台化,115.06.17,115.06.23,除息,"76,000","49,717,407","44,000","50,865,407","20,000","54,863,407","31,000","53,935,407","50,000","53,013,407"
1410,南染,115.06.24,115.06.29,除息,0,"132,000",0,"132,000",0,"132,000",0,"132,000",0,"132,000"
1423,利華,115.06.12,115.06.17,除息,0,"61,000",0,"61,000",0,"61,000",0,"61,000",0,"58,000"
1432,大魯閣,115.06.16,115.06.22,除息,0,"889,000",0,"862,000",0,"875,000",0,"855,000",0,"782,000"
1440,南紡,115.07.10,115.07.15,除息,"105,000","19,811,000","105,000","19,980,000","105,000","20,212,000","106,000","19,880,000","126,000","21,323,000"
1472,三洋實業,115.06.23,115.06.26,除息,0,"77,111",0,"77,111",0,"77,111",0,"77,111",0,"77,111"
1476,儒鴻,115.06.11,115.06.16,除息,0,"4,421,000",0,"3,956,000",0,"3,932,000",0,"3,900,000","5,000","3,881,000"
1504,東元,115.06.11,115.06.16,除息,0,"91,337,087",0,"89,602,087","1,000","89,107,087","82,000","87,467,087","261,000","84,168,087"
1513,中興電,115.07.03,115.07.08,除息,"46,000","34,434,000","43,000","34,291,000","40,000","34,302,000","45,000","33,683,000","44,000","33,366,000"
1521,大億,115.06.24,115.06.29,除息,0,"153,000",0,"153,000",0,"153,000",0,"153,000",0,"154,000"
1525,江申,115.06.18,115.06.24,除息,0,"77,000",0,"77,000",0,"77,000",0,"77,000",0,"77,000"
1535,中宇,115.07.15,115.07.20,除息,0,"353,000",0,"346,000",0,"336,000",0,"331,000",0,"328,000"
1590,亞德客-KY,115.07.17,115.07.22,除息,"1,000","419,000","1,000","363,310","1,000","389,310","1,000","379,310","1,000","337,310"
1609,大亞,115.06.16,115.06.22,除息,"19,000","41,810,302","17,000","41,909,302","16,000","41,893,302","20,000","41,707,302","25,000","42,655,302"
1612,宏泰,115.06.26,115.07.01,除息,0,"3,154,000",0,"3,169,000","4,000","3,275,000","1,000","3,283,000","1,000","3,243,000"
1618,合機,115.08.11,115.08.14,除息,"16,000","4,549,000","16,000","4,521,000","20,000","4,650,000","28,000","4,672,000","33,000","4,760,000"
1707,葡萄王,115.06.11,115.06.16,除息,0,"2,546,000",0,"2,472,000",0,"2,432,000",0,"2,386,000",0,"2,351,000"
1717,長興,115.06.23,115.06.26,現金增資,"233,000","59,849,000","288,000","59,332,000","327,000","59,646,000","240,000","59,105,000","246,000","59,176,000"
1723,中碳,115.07.03,115.07.08,除息,"9,000","8,916,000","8,000","9,007,000","6,000","9,050,000","4,000","9,094,000","4,000","9,185,000"
1725,元禎,115.06.25,115.06.30,除息,0,"239,000",0,"239,000",0,"247,000",0,"269,000",0,"269,000"
1726,永記,115.07.15,115.07.20,除息,0,"84,000",0,"83,000",0,"83,000",0,"76,000",0,"76,000"
1727,中華化,115.06.24,115.06.29,除息,"222,000","4,695,000","248,000","4,820,000","271,000","4,812,000","326,000","4,809,000","379,000","4,698,000"
1730,花仙子,115.06.29,115.07.02,除息,0,"102,000",0,"102,000",0,"110,000",0,"110,000",0,"101,000"
1731,美吾華,115.06.24,115.06.29,除息,0,"472,000",0,"471,000",0,"470,000",0,"470,000",0,"458,000"
1735,日勝化,115.06.15,115.06.18,除息,0,"745,000",0,"738,000",0,"742,000",0,"729,000",0,"734,000"
1752,南光,115.06.26,115.07.01,除息,0,"279,000",0,"278,000",0,"318,000",0,"318,000",0,"318,000"
1773,勝一,115.06.11,115.06.16,除息,0,"2,022,500",0,"2,007,500",0,"2,007,500",0,"1,946,500",0,"1,943,500"
1789,神隆,115.06.26,115.07.01,除息,0,"9,078,000",0,"9,125,000","1,000","9,056,000",0,"9,183,000",0,"9,150,000"
1817,凱撒衛,115.06.24,115.06.29,除息,0,"195,000",0,"195,000",0,"230,000",0,"252,000",0,"251,000"
1904,正隆,115.06.15,115.06.18,除息,0,"5,560,000","11,000","5,578,000","10,000","5,597,000","7,000","5,497,000","5,000","5,542,000"
2002,中鋼,115.07.20,115.07.23,除息,"667,000","806,344,550","665,000","796,630,550","643,000","786,720,550","655,000","769,496,110","656,000","765,411,110"
2029,盛餘,115.07.08,115.07.13,除息,0,"899,000",0,"911,000",0,"911,000",0,"911,000",0,"905,000"
2103,台橡,115.06.17,115.06.23,除息,"14,000","8,925,000","14,000","8,869,000","13,000","8,765,000","12,000","8,695,000","14,000","8,698,000"
2105,正新,115.06.11,115.06.16,除息,0,"78,325,433",0,"71,509,443","5,000","66,215,443","6,000","61,335,443","1,000","56,802,443"
2106,建大,115.06.15,115.06.18,除息,0,"9,730,796",0,"9,788,796",0,"9,750,796",0,"9,695,796",0,"9,699,796"
2115,六暉-KY,115.06.11,115.06.16,除息,0,"302,000",0,"302,000",0,"302,000",0,"296,000",0,"295,000"
