股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00731,復華富時高息低波,115.08.13,115.08.18,分配收益,0,"216,000",0,"201,000",0,"201,000",0,"201,000",0,"201,000"
00771,元大US高息特別股,115.08.17,115.08.20,分配收益,0,"50,000",0,"50,000",0,"50,000",0,"50,000",0,"50,000"
00850,元大臺灣ESG永續,115.08.17,115.08.20,分配收益,0,"1,598,000",0,"1,598,000",0,"1,598,000",0,"1,598,000",0,"1,598,000"
00907,永豐優息存股,115.08.19,115.08.24,分配收益,0,"732,000",0,"630,000",0,"596,000",0,"532,000",0,"532,000"
00929,復華台灣科技優息,115.08.13,115.08.18,分配收益,0,"64,020,000",0,"62,221,000",0,"60,999,000",0,"60,534,000",0,"62,844,000"
1203,味王,115.08.28,115.09.02,除息,0,"49,000",0,"70,000",0,"92,000",0,"92,000",0,"92,000"
1315,達新,115.08.21,115.08.26,除息,0,"44,000",0,"49,000",0,"53,000",0,"53,000",0,"53,000"
1339,昭輝,115.08.21,115.08.26,除息,0,"274,000",0,"281,000",0,"281,000",0,"277,000",0,"277,000"
1409,新纖,115.08.21,115.08.26,除息,"66,000","63,270,000","106,000","61,198,000","74,000","60,831,000","79,000","60,011,000","70,000","59,907,000"
1453,大將,115.08.24,115.08.27,除權,"3,000","219,480","1,000","221,480","1,000","221,480","1,000","221,480","4,000","221,480"
1454,台富,115.08.18,115.08.21,除息,0,"106,000",0,"109,000",0,"109,000",0,"109,000",0,"109,000"
1531,高林股,115.08.25,115.08.28,除息,"4,000","242,000","4,000","243,000","4,000","243,000","4,000","243,000","4,000","242,000"
1537,廣隆,115.08.13,115.08.18,除息,0,"368,000",0,"349,000",0,"333,000",0,"309,000",0,"284,000"
1563,巧新,115.08.21,115.08.26,減資,"2,000","766,000","2,000","766,000","2,000","766,000","22,000","766,000","15,000","766,000"
1583,程泰,115.08.20,115.08.25,除權息,0,"107,000",0,"112,000",0,"112,000",0,"112,000",0,"112,000"
1597,直得,115.08.14,115.08.19,除息,0,"1,495,000",0,"1,708,000","39,000","1,712,000","50,000","1,699,000","61,000","1,706,000"
1709,和益,115.08.24,115.08.27,除息,"57,000","2,001,000","93,000","2,179,000","34,000","2,246,000","20,000","2,054,000","19,000","1,822,000"
1714,和桐,115.08.14,115.08.19,除息,0,"21,858,000",0,"21,525,000","370,000","21,583,000","301,000","20,705,000","339,000","20,581,000"
1722,台肥,115.08.19,115.08.24,除息,0,"24,289,000","1,000","24,226,000","1,000","23,582,000","1,000","23,183,000","1,000","23,302,000"
1732,毛寶,115.08.26,115.08.31,除息,"32,000","476,000","29,000","622,000","29,000","622,000","29,000","625,000","29,000","624,000"
1734,杏輝,115.08.21,115.08.26,除權,0,"659,390",0,"668,390",0,"666,390",0,"666,390",0,"661,390"
1737,臺鹽,115.08.18,115.08.21,除息,0,"987,000",0,"989,000",0,"976,000",0,"975,000",0,"968,000"
1808,潤隆,115.09.17,115.09.22,除息,"2,000","13,728,000","1,000","13,740,000","1,000","13,743,000","1,000","14,149,000","1,000","14,245,000"
2012,春雨,115.08.19,115.08.24,除息,0,"167,000",0,"205,000",0,"205,000",0,"209,000",0,"209,000"
2059,川湖,115.08.21,115.08.26,除息,"10,000","398,118","10,000","400,118","13,000","401,118","22,000","409,118","29,000","421,823"
2201,裕隆,115.08.19,115.08.24,除息,"3,000","54,374,280","8,000","55,128,280","9,000","55,038,280","5,000","54,695,280","2,000","54,757,280"
2250,IKKA-KY,115.08.24,115.08.27,除息,"2,000","644,728","2,000","726,728","2,000","726,728","2,000","730,728","2,000","730,728"
2301,光寶科,115.08.13,115.08.18,除息,0,"12,145,626",0,"12,130,626",0,"11,688,498","220,000","12,499,498","433,000","12,830,719"
2363,矽統,115.08.13,115.08.18,除息,0,"35,782,000",0,"35,452,000",0,"35,684,000","16,000","35,554,000","48,000","35,535,000"
2364,倫飛,115.08.24,115.08.27,除權息,"4,000","400,800","7,000","457,800","4,000","456,800","1,000","466,500","4,000","464,500"
2374,佳能,115.08.13,115.08.18,除息,0,"25,109,255",0,"25,371,255",0,"25,349,255","15,000","25,447,255","15,000","25,760,255"
2377,微星,115.08.14,115.08.19,除息,0,"50,952,386","4,000","55,401,386","149,000","57,720,386","165,000","59,843,386","185,000","59,696,386"
2383,台光電,115.08.24,115.08.27,除息,"42,000","705,935","40,000","691,935","37,000","722,935","42,000","703,935","29,000","721,935"
2413,環科,115.08.18,115.08.21,除息,"8,000","1,518,000","15,000","1,708,000","24,000","1,737,000","33,000","1,738,000","26,000","1,898,000"
2415,錩新,115.08.21,115.08.26,除權息,0,"1,133,000",0,"1,148,000",0,"1,207,000",0,"1,155,000",0,"1,149,000"
2420,新巨,115.08.20,115.08.25,除息,0,"742,000",0,"1,247,000",0,"1,247,000",0,"1,255,000",0,"1,254,000"
2428,興勤,115.08.21,115.08.26,除息,"11,000","1,945,000","12,000","1,720,000","11,000","1,590,000","21,000","1,200,000","16,000","1,010,000"
2439,美律,115.08.21,115.08.26,除息,"8,000","22,494,517","7,000","22,379,517","7,000","22,369,517","7,000","22,343,517","8,000","22,337,517"
2441,超豐,115.08.21,115.08.26,除息,"87,000","14,303,000","93,000","14,713,000","225,000","14,807,000","267,000","15,129,000","99,000","15,158,000"
2458,義隆,115.08.17,115.08.20,除息,0,"23,190,514","16,000","22,930,514","16,000","22,536,514","20,000","21,920,514","30,000","21,644,514"
2468,華經,115.08.18,115.08.21,除息,"2,000","1,735,000","1,000","1,766,000","1,000","1,766,000","1,000","1,769,000","1,000","1,844,000"
2472,立隆電,115.08.14,115.08.19,除息,0,"4,634,000",0,"4,844,000","10,000","4,867,000","19,000","4,564,000","16,000","4,354,000"
2484,希華,115.08.18,115.08.21,除息,"143,000","8,957,000","327,000","10,170,000","181,000","11,036,000","270,000","11,061,000","309,000","11,100,000"
2496,卓越,115.08.13,115.08.18,除權息,0,"77,000",0,"77,000",0,"77,000",0,"77,000",0,"81,000"
2505,國揚,115.08.14,115.08.19,除息,0,"5,037,000",0,"5,035,000",0,"5,035,000","3,000","5,034,000","3,000","5,027,000"
2527,宏璟,115.08.18,115.08.21,除息,"4,000","2,233,000","4,000","2,213,000","5,000","2,094,000","6,000","2,029,000","6,000","1,945,000"
2539,櫻花建,115.08.14,115.08.19,除權息,0,"19,343,689",0,"19,401,689",0,"19,219,689",0,"19,030,689",0,"19,338,689"
2542,興富發,115.09.17,115.09.22,除息,"193,000","122,211,466","188,000","122,545,466","216,000","122,376,466","215,000","121,574,466","213,000","120,672,466"
2614,東森,115.09.30,115.10.05,除權息,"1,000","3,181,010","1,000","3,239,010",0,"3,184,010",0,"3,155,010",0,"3,226,010"
2701,萬企,115.08.26,115.08.31,除息,0,"168,000",0,"170,000",0,"170,000",0,"172,000",0,"172,000"
2753,八方雲集,115.08.20,115.08.25,除權,"2,000","770,000","2,000","775,000","2,000","770,000","2,000","754,000","2,000","760,000"
2867,三商壽,115.08.14,115.08.19,股份轉換,0,0,0,0,"1,000",0,"1,000",0,"1,000",0
2901,欣欣,115.08.21,115.08.26,除息,0,"48,000",0,"48,000",0,"48,000",0,"48,000",0,"48,000"
2905,三商,115.08.25,115.08.28,除息,"6,000","2,337,060","4,000","2,298,060","3,000","2,297,060","3,000","2,253,060","3,000","2,251,060"
3016,嘉晶,115.08.21,115.08.26,現金增資,"224,000","2,620,000","236,000","2,735,519","244,000","2,846,000","236,000","2,846,000","252,000","2,772,000"
3017,奇鋐,115.08.13,115.08.18,除息,0,"3,731,040",0,"4,343,040","16,000","4,544,040","56,000","4,823,040","77,000","5,755,040"
3025,星通,115.08.21,115.08.26,除息,"1,000","2,411,000","1,000","2,456,000","1,000","2,438,000","1,000","2,483,000",0,"2,512,000"
3052,夆典,115.08.26,115.08.31,除息,0,"1,969,000",0,"2,380,000",0,"2,380,000",0,"2,742,000",0,"2,741,000"
3209,全科,115.08.25,115.08.28,除權息,"8,000","4,180,360","10,000","4,003,360","7,000","3,911,360","6,000","4,227,360","10,000","4,099,360"
3528,安馳,115.08.21,115.08.26,除息,"11,000","883,365","11,000","1,059,000","11,000","1,067,000","11,000","1,071,000","10,000","1,067,000"
3702,大聯大,115.08.21,115.08.26,除息,"148,000","13,924,492","183,000","13,924,492","190,000","13,881,492","201,000","14,104,492","202,000","13,981,492"
4441,振大環球,115.08.14,115.08.19,除息,0,"130,000",0,"129,000",0,"124,000",0,"126,000",0,"142,000"
4736,泰博,115.08.21,115.08.26,除權息,"2,000","660,000","2,000","667,000","2,000","699,000","1,000","691,000","1,000","698,000"
4746,台耀,115.08.18,115.08.21,除息,"1,000","2,032,000","3,000","2,028,000","1,000","1,902,000",0,"1,899,000","1,000","1,890,000"
4764,雙鍵,115.08.14,115.08.19,現金增資,0,"652,000","2,000","647,000","15,000","693,000","24,000","767,000","68,000","1,003,000"
5222,全訊,115.08.14,115.08.19,除權,0,"3,082,320",0,"3,027,320","9,000","3,020,320","9,000","3,007,320","10,000","3,032,320"
5243,乙盛-KY,115.09.08,115.09.11,除息,"54,000","4,414,000","54,000","4,447,000","54,000","4,506,000","54,000","4,547,000","38,000","4,873,000"
5283,禾聯碩,115.08.24,115.08.27,除權息,0,"689,000",0,"767,000",0,"760,000",0,"777,000",0,"798,000"
5284,jpp-KY,115.08.19,115.08.24,現金增資,"13,000","2,213,494","13,000","2,220,494","15,000","2,229,494","16,000","2,264,494","17,000","2,272,494"
5534,長虹,115.08.19,115.08.24,除息,0,"9,240,035",0,"9,220,035",0,"9,228,035",0,"9,193,035",0,"9,161,035"
6108,競國,115.10.01,115.10.06,除息,"33,000","792,000","35,000","887,000","30,000","887,000","24,000","917,000","24,000","917,000"
6133,金橋,115.09.03,115.09.08,除息,0,"2,227,000",0,"2,478,000",0,"2,478,000",0,"2,486,000",0,"2,545,000"
6177,達麗,115.08.14,115.08.19,除息,0,"12,173,067",0,"11,756,067",0,"11,349,067",0,"11,184,067",0,"10,956,067"
6183,關貿,115.08.24,115.08.27,除息,0,"137,000",0,"139,000",0,"139,000",0,"138,000",0,"142,000"
6216,居易,115.08.20,115.08.25,除息,0,"967,000",0,"1,179,000",0,"1,187,000",0,"1,297,000",0,"1,295,000"
6504,南六,115.09.04,115.09.09,除息,0,"311,000",0,"320,000",0,"319,000",0,"319,000",0,"345,000"
6533,晶心科,115.09.01,115.09.04,現金增資,"39,000","4,332,375","65,000","4,312,375","60,000","4,246,375","55,000","4,326,417","59,000","4,405,417"
6657,華安,115.08.18,,其他,0,"44,000",0,"329,000",0,"357,000",0,"357,000",0,"374,000"
