股票代號,股票名稱,停券起日(最後回補日),停券迄日,原因,融券_今日餘額_D0,借券_當日餘額_D0,融券_今日餘額_D-1,借券_當日餘額_D-1,融券_今日餘額_D-2,借券_當日餘額_D-2,融券_今日餘額_D-3,借券_當日餘額_D-3,融券_今日餘額_D-4,借券_當日餘額_D-4
00400A,主動國泰動能高息,115.07.03,115.07.08,分配收益,"165,000","10,163,000","50,000","9,280,000","49,000","9,260,000","54,000","9,299,000","45,000","9,342,000"
00685L,群益臺灣加權正2,115.06.25,115.06.30,ETF分割,0,0,0,0,"16,000","148,000","48,000","148,000","51,000","347,000"
00939,統一台灣高息動能,115.06.26,115.07.01,分配收益,0,"990,000",0,"990,000",0,"1,498,000",0,"3,519,000",0,"4,504,000"
00940,元大台灣價值高息,115.07.03,115.07.08,分配收益,0,"23,423,000",0,"36,809,000",0,"36,809,000","5,000","40,901,000","5,000","40,901,000"
00946,群益科技高息成長,115.06.30,115.07.03,分配收益,0,"1,300,000",0,"1,300,000",0,"1,320,000",0,"1,358,000",0,"2,031,000"
00953B,群益優選非投等債,115.06.30,115.07.03,分配收益,0,"67,367,000",0,"67,367,000",0,"74,687,000",0,"74,687,000",0,"74,687,000"
00984D,主動聯博全球非投,115.06.26,115.07.01,分配收益,0,"7,528,000",0,"7,528,000",0,"10,028,000",0,"10,028,000",0,"10,028,000"
00985B,群益ESG投等債0-5,115.06.30,115.07.03,分配收益,0,"5,822,000",0,"5,972,000",0,"5,972,000",0,"5,972,000",0,"5,972,000"
00997A,主動群益美國增長,115.06.30,115.07.03,分配收益,"22,000","14,153,000","11,000","14,552,000","15,000","13,066,000","27,000","6,850,000","31,000","6,850,000"
1101,台泥,115.06.25,115.06.30,除息,0,"534,093,087",0,"529,024,087","53,000","531,227,087","54,000","530,307,087","57,000","523,221,087"
1102,亞泥,115.07.10,115.07.15,除息,"13,000","50,231,395","15,000","49,666,395","14,000","50,185,395","6,000","51,883,395","4,000","49,881,395"
1109,信大,115.07.10,115.07.15,除息,"1,000","613,000","1,000","613,000",0,"608,000",0,"619,000","2,000","612,000"
1110,東泥,115.07.03,115.07.08,除息,0,"953,000",0,"944,000",0,"944,000",0,"942,000",0,"939,000"
1229,聯華,115.07.02,115.07.07,除權息,0,"43,459,667",0,"43,779,667",0,"43,410,667",0,"43,667,667",0,"43,032,667"
1233,天仁,115.07.15,115.07.20,除息,0,"105,000",0,"105,000",0,"105,000",0,"105,000",0,"114,000"
1236,宏亞,115.07.03,115.07.08,除息,0,"133,000",0,"133,000",0,"133,000",0,"132,000",0,"132,000"
1256,鮮活果汁-KY,115.07.03,115.07.08,除息,0,"278,000",0,"262,000",0,"262,000",0,"258,000",0,"247,000"
1301,台塑,115.06.24,115.06.29,除息,0,"63,183,122",0,"102,641,138","1,000","105,302,138","61,000","108,510,138","119,000","132,491,138"
